news_type,industry,product,provider,buyer,provider_location,buyer_location,bill
第一类新闻,空,空,空,重庆市政府,上游,中游,空
第一类新闻,管道,防腐钢管、PE管材,青龙管业,空,下游,收购,8750.82万元。
第一类新闻,AI GPU,空,"纬创,,,鸿海",空,"上游,,,中游",空,订单金额空
第一类新闻,电子元器件,A100/A800/H100,"鸿海,,,纬创","中游,,,中游",空,空,空
第一类新闻,电感器,顺络电子,英伟达,中游,下游,空,空。
第一类新闻,电子元件,空,仁宝电子,空,中游,下游,2.6亿美元。
第一类新闻,空,飞行员培训,波音公司,加拿大航空电子设备公司,中游,中游,空。
第一类新闻,光伏,空,"鸿晟电力,,,鸿能电务,,,宁波碳银","上游,,,中游,,,下游","上游,,,中游,,,空",买,7.71亿元。
第一类新闻,农村公路,空,黑龙江省龙建路桥第二工程有限公司,空,中游,下游,4.09亿元。
第一类新闻,生活垃圾收运处理,空,侨银股份,空,下游,空,6746万元/三年
第一类新闻,电子材料,空,上海石创,济南光微,中游,下游,4亿元
第一类新闻,光热设备,太阳能热发电与供暖汽轮发电机组,上海电气电站集团,中广核新能源西藏阿里,中游,下游,空
第一类新闻,光热设备,光热电站汽轮机设备,上海电气电站集团,中能建哈密,中游,下游,空
第一类新闻,咨询服务,空,"京兴国际,,,中国中元和机勘院联合体",廊坊市第四人民医院,中游,中游,5532万元
第一类新闻,服务器CPU软件集成服务,空,中国移动,空,上游,中游,5430万元。
第一类新闻,新能源,复核光伏发电,鲁能新能源（集团）有限公司，空,下游，空,空,空,空
第一类新闻,抗体偶联药物,空,皓元医药,重庆国际生物城开发投资有限公司,上游,下游,1000000000元
第一类新闻,光伏发电,空,华光环能,禄丰高峰能源有限公司,中游,下游,5.31亿元
第一类新闻,电视、显示器及电子标签整机,空,北京视讯,空,中游,中游,20.2亿元
第一类新闻,新能源,空,华孚时尚,新疆华电,中游,上游,空。
第一类新闻,电动汽车,空,奥托立夫,蔚来汽车,中游,中游,空
第一类新闻,输配电及控制设备,空,望变电气,空,上游,下游,空
第一类新闻,储能,空,蜂巢能源,章鱼博士智能技术,中游,上游,空
第一类新闻,新能源,空,晶科能源,西门子数字化工业软件,上游,下游,空。
第一类新闻,半导体掩膜版,空,路维光电,空,上游,空,空
第一类新闻,新能源,空气悬挂系统,安美科(安徽)汽车电驱有限公司,国内某头部新能源品牌主机厂,中游,上游,6.13亿元。
第一类新闻,空气悬挂系统,空气供给单元总成产品,安美科（安徽）汽车电驱有限公司,某头部新能源品牌主机厂,中游,下游,6.13亿元
第一类新闻,电子元器件,华为海思芯片ICD,"世纪鼎利,,空,,|上游",中游,空,空,空
第一类新闻,太阳能发电,空,CK Power,Bangkok Expressway and Metro PLC,上游,下游,空
第一类新闻,空,美团,KeeTa,空,中游,下游,空
第一类新闻,电子元器件,线材,佳禾智能,苹果子公司,中游,下游,空
第一类新闻,智能制造,GPU、DPU等芯片,空,空,上游,中游,空
第一类新闻,锂电池,空,翔丰华,"德国大众,,,韩国SKI,,,日本松下",空,空,空
第一类新闻,动力电池,空,天奇股份,玛莎拉蒂（中国）汽车贸易有限公司,中游,下游,空
第一类新闻,铁矿石,空,必和必拓,空,上游,下游,空
第一类新闻,精密零件冷成形机,空,思进智能公司,空,下游,空,空
第一类新闻,空,空,ST中嘉,百度网讯,中游,中游,空
第一类新闻,芯片,空,"世纪鼎利,,,华为海思",下游,下游,空,10万元/年
第一类新闻,冶金行业,空,中国钢研科技集团,华为技术,中游,中游,空
第一类新闻,电子元器件,一步式全湿法复合铜箔电镀设备,嘉元科技,广州三孚新材料科技股份有限公司,中游,下游,2.43亿元。
第一类新闻,钢铁冶金,空,鞍钢工程技术公司,华为技术,中游,上游,空
第一类新闻,汽车零部件,空,大陆集团,空,中游,空,空
第一类新闻,市政工程,兴慈大道快速路（沈海高速新浦互通-滨海大道）工程,浙江新湾市政工程建设有限公司,宁波杭州湾新区海平开发建设有限公司,中游,下游,4.54亿元。
第一类新闻,新能源汽车,移动机器人,公司,客户,中游,下游,空。
第一类新闻,空,巴布油田中心处理站第九列项目,中国石油工程建设有限公司,阿联酋阿布扎比国家石油公司陆上公司,空,下游,23.58亿元人民币。
第一类新闻,燃料电池,空,"万国数据,,,",SK ecoplant,空,空,空
第一类新闻,空,空,华映科技,华为,中游,上游,空。
第一类新闻,芯片,空,慧博云通,华为海思,下游,中游,空
第一类新闻,空,空,长信科技,华为,中游,下游,空。
第一类新闻,接入产品,特发信息,华为,中游,上游,空,空。
第一类新闻,航空航天产业,空,航宇科技,空,中游,空,空
第一类新闻,空,大型货舱门、散货舱门,萨博公司,波音公司,中游,下游,空
第一类新闻,空,空,侨银恒海,合斌建筑,中游,下游,7.55亿元
第一类新闻,设备和服务,空,未来电器,正泰电器,中游,下游,空
第一类新闻,铜箔,温州宏丰,浙江工业大学,中游,中游,空,空。
第一类新闻,光伏设备,空,东威科技,空,中游,空,空
第一类新闻,电池,BC电池开膜设备,英诺激光,客户,中游,空,空。
第一类新闻,半导体电子材料,空,帝科股份,"中芯国际,,,长电科技",中游,下游,空
第一类新闻,储能,空,合肥国轩,南方电网调峰调频(广东)储能科技,上游,下游,空
第一类新闻,道路交通建设,104国道杭州河庄至衙前段工程,浙江交工宏途交通建设有限公司,杭州市交通运输发展保障中心,中游,下游,空
第一类新闻,AI显卡,空,崇达技术,部分客户,中游,空,空
第一类新闻,虚拟现实(VR),Quest Pro头显,LG公司,Meta,上游,中游,2000美元。
第一类新闻,空,空,石榴集团,桑春华,空,中游,空
第一类新闻,人工智能,空,立昂技术,北京中科闻歌科技股份有限公司,中游,中游,空
第一类新闻,数据中心,空,立昂技术,科华数据股份有限公司,中游,中游,空
第一类新闻,零部件,空,星星科技,华为,中游,下游,空
第一类新闻,汽车软件,空,高通技术公司,亚马逊云科技公司,中游,中游,空
第一类新闻,网信安全监测,瑶光内容安全监测系统,东方通公司,三大运营商,"中游,,,下游",空,空。
第一类新闻,电子器件,空,"九联科技,,华为,,,海思","中游,,,上游,,,上游",空,空,空
第一类新闻,存储,空,银信科技,华为,中游,上游,空
第一类新闻,数通安全,空,银信科技,华为存储,中游,上游,空
第一类新闻,电子元器件,高速、射频连接器及电缆组件、液冷、电源连接器等产品,航天电器公司,华为公司,中游,下游,空
第一类新闻,光伏硅胶,空,回天新材,BC电池制造厂商,中游,空,空。
第一类新闻,营运车辆保险,空,中国保险行业协会,空,中游,空,空
第一类新闻,双氧水,空,山东海化,空,上游,中游,空。
第一类新闻,空,汽车技术部门,丰田汽车,空,上游,下游,空
第一类新闻,空,空,美年健康,空,政企大客户,空,空
第一类新闻,BC电池浆料,空,帝科股份,多家客户,上游,下游,空
第一类新闻,车联网,空,万马科技,"吉利,,,理想,,,东风汽车,,,天际汽车,,,智己汽车,,,高合汽车",上游,中游,空
第一类新闻,光测试和组装业务,空,ficonTEC,华为海思,中游,中游,空
第一类新闻,LCP薄膜,空,普利特,友维聚合（上海）新材料科技有限公司,上游,中游,空
第一类新闻,建筑材料,空,天铁股份,中铁物资集团（天津）有限公司,中游,下游,6347.7万元
第一类新闻,企业服务市场业务,空,二六三,全景网,中游,中游,空
第一类新闻,机器视觉,智能视觉装备,凌云光,华为,下游,上游,空
第一类新闻,汽车用12V锂电池系统,亿纬锂能,General Motors,中游,下游,空,空。
第一类新闻,游戏,仙境传说：新启航,上海骏梦网络科技有限公司,"天津紫龙奇点互动娱乐有限公司,,,北海乐游科技有限公司",中游,下游,空
第一类新闻,酒类服务,空,兆讯传媒,茅台品牌,中游,下游,空。订单金额信息缺失。
第一类新闻,电子元器件,PCB,中京电子,相关客户,中游,上游,空
第一类新闻,PCB,空,中京电子,相关客户,中游,中游,空
第一类新闻,区域经济大数据分析业务,空,中科信息,华为,中游,中游,空
第一类新闻,环境监测仪器,空,皖仪科技股份有限公司,鲁控数字,中游,中游,空
第一类新闻,电池,空,派能科技,空,上游,下游,空
第一类新闻,热电联产项目,空,中电环保,中国能源建设集团山西电力建设有限公司可克达拉分公司,中游,下游,5165万元
第一类新闻,化工,环氧丙烷/苯乙烯（含乙苯）装置,寰球工程公司,广西石化,中游,下游,30.33亿元。
第一类新闻,AD胶、固晶膜,德邦科技,空,下游,空,空,订单金额：空。因为该新闻没有明确体现德邦科技向其他公司提供产品或服务。
第一类新闻,信创领域,空,彩讯股份,华为,下游,上游,空
第一类新闻,网联运维服务,空,优咔科技,东风岚图,中游,下游,空
第一类新闻,生态运营服务,空,优咔科技,东风岚图,中游,下游,空
第一类新闻,保险业,空,"平安健康,,,泰康在线,,,康立明生物,,,蚂蚁保",空,空,空,空
第一类新闻,电子元器件,空,首都在线,国产芯片厂商,中游,中游,空。
第一类新闻,助剂类产品,空,岳阳凯门水性助剂有限公司,玳权精细化工科技有限公司,中游,中游,空
第一类新闻,矿砂,WinningMax船型,北海造船联合中船贸易,韦立国际集团,下游,上游,空
第一类新闻,空,空,九江银行,北京火山引擎科技有限公司,下游,中游,空
第一类新闻,空,弹簧,华纬科技,空,下游,中游,空
第一类新闻,AI云、AI超级计算机,英伟达,塔塔,空,上游,空,空
第一类新闻,算力系统,空,"弘信电子公司,,,庆阳市人民政府,,,厦门美图网科技有限公司,,,上海燧原科技有限公司,,,中国电信股份有限公司甘肃分公司,,,中电万维信息技术有限责任公司","中游,,,空,,,空,,,空,,,下游,,,空",空,空,空
第一类新闻,空,空,威尔高,苹果,中游,下游,空
第一类新闻,云服务器,密码机、电子签章,电科网安,华为,中游,下游,空
第一类新闻,手机摄像头滤光片,东田微,华为,中游,下游,空,空
第一类新闻,光伏电站,空,永福股份,"华能福建公司罗源电力技术公司泉州片区户用分布式光伏发电一期EPC总承包项目,,,华能福建公司罗源电力技术公司漳州片区一期户用分布式光伏发电项目EPC总承包项目",中游,中游,"3.7亿元（含税）,,,4.08亿元（含税）"
第一类新闻,工业网络通信产品,工业领域卫星通信,东土科技,空,防务领域,下游,空
第一类新闻,光伏电站项目,空,永福股份,"华能福建公司罗源电力技术公司泉州片区户用分布式光伏发电一期EPC总承包项目,,,华能福建公司罗源电力技术公司漳州片区一期户用分布式光伏发电项目",中游,下游,"人民币778,294,000元（含税）"
第一类新闻,汽车,空,飞凡汽车,上汽乘用车,下游,中游,空
第一类新闻,空,空,京东物流,中乔体育,中游,下游,空
第一类新闻,电子元器件,EPYC（霄龙）CPU,景旺电子,AMD PEEP,上游,中游,空。
第一类新闻,信号系统,空,国睿科技,空,上游,下游,3.8亿元
第一类新闻,空,空,十一科技,盛虹动能,中游,下游,17.48亿元。
第一类新闻,算力服务,空,润建股份,"中国-东盟人工智能超算中心项目,,,福建多站Al超算大数据中心,,,粤港澳大湾区智能算力中心","下游,,,下游,,,下游",空,空。
第一类新闻,空,水岛EPC项目,国能朗新明,长源电力汉川公司,中游,下游,1.82亿元。
第一类新闻,空,水岛EPC项目,国能朗新明环保科技有限公司,国能长源汉川发电有限公司,空,下游,1.82亿元。
第一类新闻,锂/钠电池,空,电子标准院,亿纬锂能,中游,下游,空
第一类新闻,化工,空,东营华泰化工集团有限公司,浙江永和制冷股份有限公司,中游,中游,空
第一类新闻,空,华为服务器,华工科技,空,上游,下游,空
第一类新闻,多晶硅,REC Silicon,Hanwha Qcells Georgia,中游,下游,卖,约30亿美元
第一类新闻,半导体设备,空,深科达,空,上游,中游,空
第一类新闻,硅精抛液,空,安集科技,中国台湾客户,中游,下游,空
第一类新闻,城市能源AMI智能化管理,空,威胜信息,空,中游,空,2290万元人民币
第一类新闻,半导体,空,汉钟精机,机台商、晶圆厂,中游,中游,空。
第一类新闻,显示模组,空,芯瑞达,华为,中游,下游,空。
第一类新闻,卫星天线,空,通宇通讯,华为,下游,中游,空
第一类新闻,折叠柔性金属,空,逸昊金属,华为,上游,下游,空
第一类新闻,卫星通信,微波天线、基站天线、授时定位天线,通宇通讯,华为,中游,上游,空
第一类新闻,VR,空,恒信东方,华为,中游,下游,空
第一类新闻,VR版块,空,恒信东方,华为,中游,下游,空
第一类新闻,传感器,空,福赛科技,空,上游,中游,空
第一类新闻,卫星通信,空,高新兴,深圳星联天通科技有限公司,上游,下游,空
第一类新闻,智能视频,空,高新兴,华为,中游,中游,空
第一类新闻,智慧交警,空,高新兴,华为,中游,中游,空
第一类新闻,车载模块、车载T-BOX测试产品,空,利和兴,客户,中游,下游,空。
第一类新闻,汽车,空,飞凡汽车,上汽乘用车公司,空,中游,空
第一类新闻,空,癌症疫苗,莫德纳,Imatics,中游,中游,1.2亿美元。
第一类新闻,"CPU及芯片, 服务器整机及相关配件, 操作系统, 数据库, 终端, 网络及安全系统设备",品高股份,信创生态,中游,中游,空,空。
第一类新闻,高压氢阀,南通新能源,神通,中游,下游,空,空。
第一类新闻,空,空,宇瞳光学,华为,中游,中游,空
第一类新闻,卫星通话功能,空,中国电信,华为公司,上游,中游,空
第一类新闻,新能源汽车,空,现代汽车集团,北汽集团,中游,上游,空
第一类新闻,工程机械,空,徐工机械,空,探索阶段,空,空
第一类新闻,减震器,空,北特科技,特斯拉,中游,下游,空
第一类新闻,汽车零部件,座椅骨架总成,重庆沿浦汽车零部件有限公司,上海沿浦,下游,中游,空。
第一类新闻,封装技术,空,蓝箭电子,特斯拉公司,中游,上游,空
第一类新闻,锂电材料,空,吉利控股集团,天齐锂业股份有限公司,上游,中游,空。
第一类新闻,空,空,金隅集团,华为公司,中游,中游,空
第一类新闻,无人驾驶,空,理工导航,合作单位,中游,下游,空
第一类新闻,空,空,星星科技,华为汽车,空,下游,空。
第一类新闻,光伏组件封装,改性硅胶材料,空,锦富技术,空,中游,空
第一类新闻,3C领域,空,凌云光公司,华为,中游,上游,空
第一类新闻,机器视觉算法平台,空,凌云光公司,多家汽车厂商,中游,下游,空
第一类新闻,机器视觉认证,空,凌云光,华为,中游,上游,空
第一类新闻,航空运输,空,泰国正大集团,"洛阳市政府, 河南省文旅集团","上游, 空","下游, 中游",空
第一类新闻,星闪芯片,空,"创耀科技,,,车厂商","中游,,,下游","上游,,,中游",空,空
第一类新闻,保护壳,空,杰美特,华为,中游,下游,空
第一类新闻,服务器芯片,空,协鑫能科,华为数字能源,中游,中游,空
第一类新闻,水电、新能源及储能、高效清洁火电、科技创新,空,三峡集团,东方电气集团,中游,中游,空
第一类新闻,空,空,安控科技,信能公司,中游,中游,空
第一类新闻,高端模组,空,联得装备,中电商务（北京）有限公司,上游,下游,4.92亿元
第一类新闻,智能充电网络,空,恒华科技,华为,中游,上游,空
第一类新闻,锡膏印刷设备、点胶设备和柔性自动化设备,凯格精机,华为,中游,下游,空,空。
第一类新闻,甲醇,VLCC油轮,招商轮船全资单船公司,大连造船,中游,下游,10750万美元
第一类新闻,锡膏印刷设备、点胶设备、柔性自动化设备,凯格精机,华为,中游,下游,空,空。
第一类新闻,数据中心,空,依米康,华为,中游,上游,空
第一类新闻,精密金属结构件,空,华亚智能,客户,上游,中游,空
第一类新闻,散热相关产品,空,中石科技,华为,上游,下游,空
第一类新闻,温控节能设备,佳力图,华为,中游,下游,空,空。
第一类新闻,汽车,空,欣锐科技,"比亚迪,吉利汽车","中游,中游",空,空
第一类新闻,光通讯模组,空,科瑞技术,华为,中游,下游,空
第一类新闻,云计算,空,南钢股份,阿里云,中游,中游,空
第一类新闻,高端模组项目,涂胶机、绑定机、遮光油墨和导电油墨自动涂布设备,深圳市鑫三力自动化设备有限公司,京东方,中游,下游,1.53亿元
第一类新闻,汽车零部件,问界M5、M7,四会富仕,赛力斯,中游,上游,空。
第一类新闻,工业机器人,空,拓斯达,华为,中游,下游,空。
第一类新闻,视频监控,空,铭利达,华为,中游,上游,空
第一类新闻,中间体,空,诚达药业,礼来,中游,下游,空
第一类新闻,电池,未说明,弗迪电池有限公司,京东科技,中游,中游,空
第一类新闻,新能源汽车,空,远东传动,"比亚迪,,,奇瑞","中游,,,中游",空,空
第一类新闻,空,空,中远海运控股股份有限公司,中远海运（南美）有限公司,中游,中游,空
第一类新闻,车载显示,空,易天股份,空,中游,空,空
第一类新闻,线路钢管,空,石化机械钢管分公司,国家石油天然气管网集团有限公司建设项目管理分公司,中游,下游,空。
第一类新闻,固体氧化物电解水制氢,新材料,紫金矿业长沙新能源公司,华南理工大学陈宇教授团队,下游,下游,空
第一类新闻,清洁能源,空,中广核能源国际,老挝政府,中游,下游,空。
第一类新闻,补锂剂,德方纳米,多家客户,下游,空,空,空
第一类新闻,电池,空,国轩高科,空,中游,空,空
第一类新闻,空,空,北方华创,中芯国际,中游,下游,空
第一类新闻,光学,空,波长光电公司,空,上游,中游,空
第一类新闻,摩托车,空,铃木汽车公司,KMSB Motors Sdn. Bhd公司,中游,下游,空
第一类新闻,太阳能,HJT技术,空,迈为股份,空,空,空
第一类新闻,智能计算,空,济南超级计算中心有限公司,中贝通信,上游,下游,1.8亿元。
第一类新闻,原水处理装置,空,倍杰特,中石化广州工程有限公司,中游,下游,空。
第一类新闻,下线测试设备,空,华依科技,上汽通用,中游,下游,空
第一类新闻,空,空,正海磁材,华为,中游,上游,空。
第一类新闻,空,平陆运河项目物流,中国远洋海运集团,广西壮族自治区政府,中游,中游,空
第一类新闻,空,沿边临港产业园区建设,中国远洋海运集团,广西壮族自治区政府,中游,中游,空
第一类新闻,空,中国—东盟产业合作区建设,中国远洋海运集团,广西壮族自治区政府,中游,中游,空
第一类新闻,空,合资设立陆海新通道物流供应链有限公司,"中远海运控股,,,北部湾港集团",空,中游,中游,空
第一类新闻,安全系统和底盘高度传感器,问界M9,空,上海沿浦,空,中游,空。
第一类新闻,清洁能源,空,中广核能源国际,老挝政府,上游,下游,空
第一类新闻,短距离无线网络,空,北部湾港,华为星闪联盟,中游,上游,空。
第一类新闻,天线领域,空,通宇通讯,华为,下游,中游,空
第一类新闻,光伏发电,空,永福股份,"华能福建公司罗源电力技术公司泉州片区户用分布式光伏发电一期EPC总承包项目,,,华能福建公司罗源电力技术公司漳州片区一期户用分布式光伏发电项目EPC总承包项目",中游,中游,"3.7亿元,,,4.08亿元"
第一类新闻,光刻胶,空,爱司凯,空,上游,中游,空
第一类新闻,硅片制造设备,空,劲拓股份,空,中游,空,空。
第一类新闻,储能系统集成产品和系统解决方案,空,怡亚通,一舟电子科技股份有限公司,中游,中游,空。
第一类新闻,空,空,东风股份,顾军,上游,下游,2600万元。
第一类新闻,天然气管道,空,金洲管道,"中石油,,,中石化,,,中海油","下游,,,下游,,,下游",中游,空。
第一类新闻,电子元器件,空,联创电子,空,中游,下游,空
第一类新闻,空,空,华自科技,长沙昇腾人工智能创新中心,中游,下游,空
第一类新闻,电力行业,空,华自科技,长沙昇腾人工智能创新中心,中游,上游,空。
第一类新闻,乳制品,空,伊利集团,蒙牛集团,中游,中游,空
第一类新闻,铝后深加工,空,鄂尔多斯市,三国相关企业,中游,下游,空
第一类新闻,轮胎,空,玲珑轮胎,小米汽车,中游,下游,空
第一类新闻,智能电推进技术,空,微光股份,西北工业大学无人系统技术研究院,中游,中游,空
第一类新闻,冷链,智能柜,海容冷链,旺旺,中游,下游,空
第一类新闻,光模块,空,剑桥科技,华为,上游,下游,空
第一类新闻,5G设备,"华为,中兴","德国电信,沃达丰","中游,中游","下游,下游",空,订单金额空
第一类新闻,绿色甲醇,国家电投,"中远海运,,,上港集团,,,中国中检","生产,,,运输,,,加注,,,认证","中游,,,下游,,,中游,下游,,,空",空,空。
第一类新闻,智能跟踪系统,开拓者1P智能跟踪支架,"天合跟踪,,,中国电建",麦德林电力公司,"中游,,,下游",108MW,空
第一类新闻,空,空,锐明技术,华为,上游,下游,空
第一类新闻,飞机,A350-1000,渤海租赁,卡塔尔航空,中游,下游,18.33亿美元
第一类新闻,煤气分质深度利用项目,空,东华科技,临涣焦化股份有限公司,中游,中游,6.24亿元。
第一类新闻,农业,空,甘肃省水利水电勘测设计研究院有限责任公司,空,中游,下游,空。
第一类新闻,化工,空,博实股份,国能新疆化工有限公司,中游,下游,4261.32万元
第一类新闻,清洗设备,空,蓝英装备,空,中游,空,空
第一类新闻,无线充电,空,小米汽车科技有限公司,空,供应链位置未知,下游,空
第一类新闻,轻量化零部件,空,瑞鹄模具,奇瑞汽车,中游,下游,空
第一类新闻,空,空,东华软件,华为,中游,上游,空。
第一类新闻,空,空,飞凯材料,中芯国际旗下企业,空,空,订单规模随客户需求变化而变化。
第一类新闻,空,空,长久物流,集度汽车,中游,下游,空
第一类新闻,汽车服务,空,长久物流,武汉集度汽车服务有限公司,上游,下游,空
第一类新闻,视窗防护屏、触控显示模组及精密结构件零部件,星星科技,华为,中游,下游,空,空
第一类新闻,未说明,未说明,岩山科技,华为,未知,未知,空
第一类新闻,纯电动商用车,特来电新能源股份有限公司,一汽解放汽车有限公司,中游,上游,空,空
第一类新闻,空,数据库、服务器、芯片、云、操作系统,宇信科技,华为,中游,上游,空。
第一类新闻,电池,空,巨一科技,大庆沃尔沃汽车制造有限公司,中游,中游,"45,056.00万元"
第一类新闻,芳纶涂覆隔膜,空,泰和新材,部分客户,下游,中游,空
第一类新闻,再生资源,再生金属、废家电、再生塑料、报废汽车,中国再生资源开发集团有限公司,京东物流,中游,中游,空
第一类新闻,二氧化碳应用端,空,通源石油,新疆油田,中游,下游,空
第一类新闻,电子元器件,空,博通公司,三星电子,中游,上游,191亿韩元
第一类新闻,液化天然气,空,雪佛龙公司,液化天然气工厂工会,中游,下游,空
第一类新闻,LCP材料,空,沃特股份,供货公司产业链位置,收货公司产业链位置,空,空
第一类新闻,财税数智化,空,金财互联数据服务有限公司,华为云计算技术有限公司,中游,中游,空
第一类新闻,太阳能光伏,空,霍普珀科,呼和浩特市回民区人民政府,中游,上游,空
第一类新闻,建筑,空,霍尼韦尔智能建筑科技集团,上海森兰外高桥商业营运中心有限公司,上游,中游,空
第一类新闻,空,空,英飞拓,华为,中游,中游,空
第一类新闻,半导体,氮化镓,"国星光电,,,佛山照明智达电工科技有限公司","国星光电产业链位置：中游,,,佛山照明智达电工科技有限公司产业链位置：下游",供应,空,空。
第一类新闻,有色金属,空,中国有色金属工业协会,中金岭南有色金属股份有限公司,空,空,空
第一类新闻,智能网联汽车,空,毫末智行,空,未指明,未指明,空
第一类新闻,电化学储能产业,空,深圳能源集团股份有限公司,华为数字能源技术有限公司,中游,下游,空
第一类新闻,交通运输,智慧平台,"华为,,,空,,,空","中游,,,空,,,空",空,空,空
第一类新闻,空,空,杰瑞装备技术有限公司,瑞典阿法拉伐集团,中游,中游,空
第一类新闻,数字农牧林草,空,小草数字生态产业股份有限公司,超图软件集团,上游,下游,空。
第一类新闻,空,空,杰瑞石油装备技术有限公司,瑞典阿法拉伐集团,空,空,空
第一类新闻,医疗设备,空,北京银行,通用环球医疗集团有限公司,上游,下游,空
第一类新闻,金融服务,空,浙商银行股份有限公司,华为技术有限公司,中游,下游,空
第一类新闻,新能源汽车,空,中远海运,PWL Shipping GmbH & Co.KG,上游,下游,空
第一类新闻,空,空,杰美特,华为,中游,上游,空
第一类新闻,空,空,中国宝武,宝钢股份,中游,下游,空。
第一类新闻,BC技术,空,迈为股份,空,供应链位置未知,供应,空
第一类新闻,储能,空,江苏林洋亿纬储能科技有限公司,安徽晶昊新能源有限公司,中游,中游,空
第一类新闻,空,空,诺和诺德,Valo Health,中游,中游,6000万美元
第一类新闻,清洁能源,空,辽宁旭能科技有限公司,华为数字能源,中游,上游,空
第一类新闻,光伏电站,空,三晖能源科技有限公司,河北雄安许继电科综合能源技术有限公司,下游,上游,7542.00万元。
第一类新闻,泵和旋流器组,"渣浆泵,水力旋流器",耐普矿机,俄罗斯某客户,中游,下游,9426.6万元
第一类新闻,电缆,空,中国电信集团有限公司,中国电信股份有限公司,下游,空,6563万元。
第一类新闻,空,空,麒麟软件,华为,中游,上游,空
第一类新闻,空,海上油田压裂工程船,中国船舶集团有限公司,中国海洋石油总公司旗下中海油(中国)有限公司天津分公司,中游,下游,空
第一类新闻,智能建造机器人,空,中科信息,四川蜀道集团,中游,下游,空
第一类新闻,智能装载机器人,空,中科信息,空,中游,空,空
第一类新闻,路面自动化作业机器人,空,中科信息,空,下游,空,空。
第一类新闻,植保产品,浙农金泰生物科技有限公司,中化现代农业有限公司,下游,上游,空,空。
第一类新闻,光伏组件,空,乾景园林控股子公司安徽国晟新能源,中广核风电有限公司,下游,上游,12.5亿元。
第一类新闻,工业互联网,空,慧博云通,客户,上游,下游,空
第一类新闻,自动驾驶技术,空,优咔科技,雅安,中游,下游,空
第一类新闻,海上油田开采,空,中国船舶集团上海船舶研究设计院,中海油（中国）有限公司天津分公司,中游,下游,空。
第一类新闻,储能,抽水蓄能电站,南网储能,大姚县人民政府,下游,中游,空
第一类新闻,饮料,冷萃冻干咖啡,通达创智,瑞幸咖啡,中游,下游,空
第一类新闻,光电元器件,800G光模块,空,领先交换机设备厂商,空,空,空
第一类新闻,财税大模型,空,金财互联,华为,中游,中游,意向订单。
第一类新闻,建筑材料,空,浙江交工,空,中游,下游,17.51亿元
第一类新闻,光伏玻璃,空,"隆基,,,晶澳,,,晶科",上游,下游,空,满产满销状态。
第一类新闻,消费电子结构件涂料,空,广信材料,华为手机,中游,上游,空
第一类新闻,消费电子结构件涂料,空,广信材料,华为,中游,下游,空
第一类新闻,网络安全,空,天融信公司,华为公司,中游,上游,空。
