news_type,industry,product,provider,buyer,provider_location,buyer_location,bill
第一类新闻,13英寸MacBook Pro,空,苹果公司,下游,空,空,空
第一类新闻,超导体,空,空,"中游,,,下游",空,空,空
第一类新闻,百兆车载以太网物理层芯片,空,裕太微,下游,空,空,空
第一类新闻,车载以太网,百兆车载以太网物理层芯片,空,"广汽,,,北汽,,,上汽,,,吉利,,,一汽红旗",空,"中游,,,中游,,,中游,,,中游,,,中游",空。
第一类新闻,特高压、配用电,换流阀,空,许继电气,空,上游,空
第一类新闻,特高压、配用电,智能电表,空,许继电气,空,上游,空
第一类新闻,算力服务,空,有方科技,中国电信宁夏公司,中游,下游,9500万元。
第一类新闻,土地出让和工程建设,空,宁波建工,空,中游,中游,"10.82亿元,,,8.23亿元"
第一类新闻,半导体,空,德龙激光,华为海思,中游,下游,空
第一类新闻,空,空,德方纳米,空,空,空,空
第一类新闻,方向丝杠,德迈仕,小米汽车,中游,下游,空,空。
第一类新闻,通信网络技术服务,空,纵横通信,华为,中游,上游,空
第一类新闻,空,空,阿里云公司,文化和旅游部市场管理司,中游,中游,空
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,乌兹别克斯坦政府,上游,中游,空
第一类新闻,食品调料,空,海天味业,空,上游,下游,空
第一类新闻,污水处理,空,江西洪城水业环保有限公司,空,中游,中游,2186000000
第一类新闻,光电半导体材料,CMP抛光液、清洗液、PSPI,空,鼎龙股份,空,上游,空。
第一类新闻,小核酸,九洲药业,海外客户,中游,空,空,空
第一类新闻,金融IT,空,电科数字,客户,中游,中游,空
第一类新闻,空,空,可靠股份,养老机构,自身为上游公司，养老机构为下游公司,空,空
第一类新闻,空,华佳Mos联合解决方案,佳都科技,华为,中游,中游,空
第一类新闻,移动应用,空,华为,汤姆猫,中游,中游,空
第一类新闻,智能制造,空,铁汉建设,中国地质工程集团,中游,上游,4.99亿元
第一类新闻,电池箱总成、Busbar产品,长盈精密,问界汽车,中游,下游,空,空。
第一类新闻,储能电池,空,煜邦电力,空,中游,空,空
第一类新闻,风电,空,中国电建,泰国当地企业,中游,下游,订单金额空。
第一类新闻,空,空,城地香江,华为,中游,上游,空。
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,"中国石油天然气集团公司,,,中国国家石油天然气管网集团有限公司",上游,下游,空
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,吉尔吉斯斯坦政府,上游,下游,空。
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,吉尔吉斯斯坦政府,上游,中游,空
第一类新闻,电力,空,俄罗斯天然气工业股份公司,吉尔吉斯斯坦政府,中游,中游,空
第一类新闻,汽车电子,AR-HUD,华阳多媒体,华为,下游,上游,空
第一类新闻,生态康养乡村旅游示范项目,勘察,云南省交通规划设计研究院股份有限公司,ST交投,中游,下游,175元/进尺米。设计也属于中游，但未给出公司名称以及金额。施工属于下游，优惠后费率为96.5%。
第一类新闻,大宗气体,空,侨源气体(眉山)有限公司,通威太阳能（眉山）有限公司,上游,下游,2.54亿元。
第一类新闻,燃气软管,空,天富能源,第八师石河子市,中游,下游,1.2亿元。
第一类新闻,存算一体芯片,恒烁股份,部分整车厂,中游,下游,空,空。
第一类新闻,晶圆载具,空,鼎龙蔚柏,某国内主流客户厂商,中游,下游,空
第一类新闻,智慧校园新基建,空,阿里云计算有限公司,华南师范大学,中游,下游,空。
第一类新闻,空,空,中国航信,阿里云,下游,下游,空
第一类新闻,小程序剧,空,唐德影视,腾讯、微信,空,空,空
第一类新闻,场地电动车,空,绿通科技,空,中游,空,空
第一类新闻,数据要素产业化,空,易华录信息技术股份有限公司,江苏省仪征市人民政府,中游,下游,空
第一类新闻,碳纤维产品,空,光大同创,大客户,中游,上游,空
第一类新闻,光伏,空,"拓斯达,,,隆基绿能,,,通威股份,,,晶澳科技,,,晶科能源,,,天合光能,,,阳光电源,,,华晟新能源","下游,,,下游,,,下游,,,下游,,,下游,,,下游,,,下游,,,下游",空,空,12亿元。
第一类新闻,电子产品,空,H公司,弘信电子的下游,H公司的上游,空,空
第一类新闻,数据中台,空,科大国创,安徽省交通规划设计研究总院,中游,中游,空。
第一类新闻,智能手机与智能汽车领域,空,CARIAD中国,vivo,中游,中游,空
第一类新闻,汽车内饰,空,安利股份,"丰田,,,长城,,,小鹏,,,比亚迪","中游,,,下游,,,中游,,,中游",空,空
第一类新闻,清洁能源,空,中国广核集团有限公司,贵阳市人民政府,中游,中游,空
第一类新闻,电动汽车,空,比亚迪,Enel X,上游,中游,空
第一类新闻,异质结,背面银浆,帝科股份,多家行业头部企业,"中游,,,下游","中游,,,下游",空
第一类新闻,磷酸锰铁锂,空,德方纳米,空,空,空,空
第一类新闻,无边框车型,空,"大众奥迪,,,吉利有极氪001及另外一款车型,,,奇瑞与华为合作的两款车型,,,北汽与华为合作的一款车型,,,上汽通用的一款新能源汽车",空,空,空,空
第一类新闻,半导体掩膜版,空,空,空,上游,空,空
第一类新闻,网络综合代维服务,空,润建股份有限公司,中国移动通信集团浙江有限公司,中游,下游,18255.74万元。
第一类新闻,车辆,北奔牵引车,北方车辆有限公司,易大宗控股有限公司,生产,销售,订单金额：空。
第一类新闻,磁共振引导聚焦超声脑部治疗技术,Insightec公司,复星医药,中游,中游,空,空
第一类新闻,电池制造,空,SK On,极星汽车,中游,下游,空
第一类新闻,汽车制造,顶盖产线,华为,中国联通,中游,下游,空。
第一类新闻,游戏开发,DLC,INTINY工作室,河马游戏,中游,中游,空
第一类新闻,民用航空,A320Neo飞机发动机，单项发动机零备件,南方航空集团,"CFM国际公司,,,国际航空发动机公司","上游,,,下游","下游,,,下游",11.1亿美元
第一类新闻,智慧移动服务平台,空,松下电器（中国）有限公司,祺迹汽车,上游,下游,空
第一类新闻,空,空,长安马自达汽车有限公司,中科创达软件股份有限公司,下游,中游,空
第一类新闻,存储,空,佰维存储公司,"联想,,,宏碁,,,同方,,,富士康","下游,,,下游,,,下游,,,下游",中游,空
第一类新闻,节能,空,中节能建设工程设计院有限公司,节能铁汉,中游,下游,1.78亿元
第一类新闻,座椅骨架,空,上海沿浦公司,重庆沿浦公司,中游,下游,空
第一类新闻,接入网PON设备,空,震有科技,"中国广电重庆网络股份有限公司,,,重庆广播电视信息网络有限公司",下游,上游,空
第一类新闻,数据安全,空,绿盟科技集团股份有限公司,天道金科股份有限公司,中游,上游,空
第一类新闻,汽车零部件,阿凡达低碳车轮,金固股份,该新能源汽车主机厂,中游,上游,空。
第一类新闻,密码芯片,空,三未信安,空,下游,空,空
第一类新闻,航空运输,空,春秋航空,空,中游,空,空
第一类新闻,管道氮气制备,空,侨源气体(眉山)有限公司,通威太阳能（成都）有限公司,中游,下游,3.75亿元。
第一类新闻,超算中心服务,空,神州数码,空,下游,上游,空。
第一类新闻,空,病理平台生态链,爱琅中国,上药康德乐,空,空,空
第一类新闻,铁路产业综合服务,空,八钢公司,中国铁路物资股份有限公司,中游,中游,空
第一类新闻,液冷测试设备,空,强瑞技术,中兴,中游,下游,空
第一类新闻,新能源,空,三峡能源,林德中国,中游,中游,空
第一类新闻,智算中心,空,润六尺科技有限公司,芜湖高新技术产业开发区管理委员会,中游,中游,空
第一类新闻,空,土壤普查内业化验检测项目,空,海南省,中游,空,7218万元
第一类新闻,智能汽车,空,虹软科技,赛力斯,中游,中游,空。
第一类新闻,3C产品,空,晶华新材,空,中游,下游,空
第一类新闻,3C产品,空,晶华新材,空,上游,下游,空
第一类新闻,商场房地产,空,美凯龙,空,上游,中游,"人民币8,891,618.74元。"
第一类新闻,工业气体,空,侨源气体(眉山)有限公司,四川金象赛瑞化工股份有限公司,中游,下游,3.80亿元。
第一类新闻,光刻胶,PHS树脂及其衍生物,八亿时空,国内部分光刻胶生产企业,中游,下游,空
第一类新闻,药品,拉考沙胺口服溶液、胞磷胆碱钠注射液、葡萄糖酸钙注射液、奥美沙坦酯氢氯噻嗪片、赛洛多辛胶囊,华润双鹤,全国药品集中采购,中游,中游,空
第一类新闻,药品,头孢替安,哈药总厂,集采采购中标方,下游,中游,空。
第一类新闻,平衡车部件,宝武镁业,小米,中游,下游,空,空。
第一类新闻,智能矿山,多维云GIS平台、地测采保障系统、安全环保管理系统、矿山数字孪生平台,龙软科技,"江西铜锐信息技术有限公司,,,北京大学南昌创新研究院",中游,中游下游,空。
第一类新闻,钠离子电池,"深圳钠元,,,上海智租物联有限公司","上游,,,中游",空,空,空,空
第一类新闻,空,空,港中旅酒店有限公司,君亭酒店集团,中游,中游,空。
第一类新闻,空,智能制造、数智化创新,思谋科技,"松下电器,,,江森自控","中游,,,上游",空,空。
第一类新闻,电子元器件,芯片电感产品,铂科新材,空,上游,中游,空
第一类新闻,芯片电感产品,空,铂科新材,空,中游,空,空
第一类新闻,机载产品,空,安达维尔,中国商飞,中游,中游,空
第一类新闻,人工智能,ChatGPT,OpenAI,空,空,供货公司的产业链位置与收货公司的产业链位置未说明,空。
第一类新闻,空中客车,空客A321客改货飞机,四川飞机维修工程有限公司,四川赛德航空科技有限公司,中游,中游,空客项目改装订单金额为“空”。
第一类新闻,空,供应链集成服务,中国铁物公司,八钢公司,中游,中游,空
第一类新闻,空,空,中国原子能工业有限公司,中国原子能科学研究院,中游,中游,空
第一类新闻,先进封装,空,回天新材,空,上游,中游,空
第一类新闻,接触网关键零部件,空,高铁电气,雄安高速铁路有限公司,中游,下游,1.09亿元
第一类新闻,结构件产品,空,恒铭达,空,上游,空,空
第一类新闻,空,空,广电计量,赛力斯,空,空,相关业务量较小。
第一类新闻,AI大模型,空,久其软件,部分国内大模型,空,空,空
第一类新闻,多个品类,空,华勤技术,华为,中游,上游,空
第一类新闻,数字银行,空,宇信科技,新疆金融机构,中游,中游,空
第一类新闻,铁路通信,空,思维列控,空,中游,空,空
第一类新闻,空,空,焦点科技,MIC国际站,下游,中游,空
第一类新闻,船舶制造,空,苏美达,空,中游,下游,空
第一类新闻,水环境治理,空,中电环保,中国市政工程西南设计研究总院有限公司,下游,中游,空
第一类新闻,主要原材料,空,国恩股份,小米供应链,中游,下游,空
第一类新闻,空,空,京东物流,无限极（中国）有限公司,中游,下游,空
第一类新闻,生态建设,空,岳阳林纸,空,上游,下游,空
第一类新闻,汽车,部分结构件,铭利达,小米公司,上游,下游,空
第一类新闻,海水提钾,空,东方集团,联合能源集团有限公司,空,空,空
第一类新闻,储能,空,昆仑绿能（宁夏）科技有限责任公司,公司及控股子公司宁夏瀚维智造科技有限责任公司,中游,下游,空
第一类新闻,siRNA药物,圣因生物医药有限公司,华东医药股份有限公司的全资子公司杭州中美华东制药有限公司,中游,下游,空,空。
第一类新闻,空,空,长江材料,小米集团,空,空,空。
第一类新闻,数字人民币,空,"恒生银行,,,建设银行","下游,,,下游",空,空,空
第一类新闻,MiniLED芯片,空,深康佳A,内部和外部客户,中游,中游,空
第一类新闻,MicroLED芯片,空,深康佳A,业内厂商,中游,中游,空
第一类新闻,Mini直显产品,空,深康佳A,战略客户,中游,中游,空
第一类新闻,人工智能,空,飞利信,海致星图,中游,上游,空
第一类新闻,海上风电,空,上海电气,日立能源,中游,中游,空
第一类新闻,空,空,致远互联,科伦药业,中游,下游,空
第一类新闻,磁性材料,空,恒帅股份,空,上游,中游,空
第一类新闻,隔膜,空,恩捷股份,"LGES,,,Ultium,,,松下,,,PPES,,,海外某大型车企,,,法国ACC",下游,空,增长。
第一类新闻,输变电设备,空,长高电新全资子公司,国家电网有限公司,中游,下游,1.74亿元。
第一类新闻,发动机控制单元,菱电电控,理想汽车科技有限公司,中游,下游,空,空
第一类新闻,半导体封装,空,利和兴公司,客户,中游,下游,空
第一类新闻,设备,空,设备供应商,中芯国际,上游,中游,51亿美元。
第一类新闻,算力芯片,空,莲花健康,空,中游,空,空
第一类新闻,算力服务器,空,莲花健康,空,中游,空,空
第一类新闻,电工合金,高压连接件,空,小米汽车,上游,下游,空。
第一类新闻,语言模型,空,微软公司,空,中游,空,空
第一类新闻,医疗行业,空,海思太科,公安部,中游,中游,空
第一类新闻,智能座舱域控制器,德赛西威,"理想汽车,,,奇瑞","中游,,,中游",空,空,空
第一类新闻,天然气,空,俄罗斯天然气工业股份公司,空,上游,空,空
第一类新闻,TPU,空,美瑞新材,空,下游,中游,空
第一类新闻,新能源汽车,空,东风日产合资企业,空,上游,空,空
第一类新闻,空,737 MAX,波音公司,利雅得航空公司,中游,下游,空。
第一类新闻,空,空,中国航空技术国际工程有限公司,空,上游,空,空。
第一类新闻,鱼虾产品,空,通威集团有限公司,海南省文昌市政府,中游,中游,空
第一类新闻,矿山机械,空,路凯智行科技有限公司,徐州徐工矿业机械有限公司,中游,中游,空
第一类新闻,车载光学核心器件,空,光峰科技,空,空,中游,空
第一类新闻,消费类锂离子电池,空,空,空,中游,空,空
第一类新闻,算力,空,佳都科技,空,上游,空,空
第一类新闻,空,空,华康医疗,"湖北工建集团第三建筑工程有限公司,,,合力建设有限公司,,,湖北省建筑设计院有限公司",空,"上游,,,中游,,,中游",3.42亿元。
第一类新闻,城市及道路照明工程,空,时空科技公司,中国十九冶集团有限公司,中游,下游,4104万元。
第一类新闻,水务,空,东宏股份,山东晟润水务集团有限公司,供应链位置未知,下游,3亿元。
第一类新闻,农业机械,空,先正达集团,凯斯纽荷兰工业集团,中游,中游,空。
第一类新闻,电池,空,金杨股份,比亚迪,上游,中游,空
第一类新闻,矿砂,旋翼帆,"淡水河谷,,,Asyad","中游,,,空",空,空,3000吨二氧化碳当量的排放。
第一类新闻,空,空,鸿路钢构,山东冠洲股份有限公司,上游,下游,空
第一类新闻,电子元器件,空,商络电子,小米手机,中游,下游,空。
第一类新闻,GPU模组及基板,空,工业富联,重要客户,中游,中游,空
第一类新闻,矿产资源,空,八钢国际贸易公司,"欧亚资源,,,蒙古能源",中游,"中游,下游",50亿元。
第一类新闻,空,空,埃斯顿,"蜂巢能源科技股份有限公司,,,章鱼博士智能技术（上海）有限公司",空,空,空
第一类新闻,医用同位素,齐康原医疗科技（常州）有限公司,烟台东诚核医疗健康产业集团有限公司,unspecified,上游,空,空
第一类新闻,航空燃料,空,波音公司,Zero Petroleum,中游,中游,空。
第一类新闻,医疗,医用同位素,烟台东诚核医疗健康产业集团有限公司,Eckert & Ziegler Radiopharma Projekte UG,中游,中游,空亿元
第一类新闻,露天采矿,空,成远矿业开发股份有限公司,西藏翔龙矿业有限公司,上游,下游,"200,000,000元/年"
第一类新闻,能源,石油,空,沙特,"中游,,,下游",空,空
第一类新闻,半导体封装材料,引线框架、键合丝,空,国内外半导体封装测试企业,空,空,空
第一类新闻,海洋系列项目,空,中天科技海缆股份有限公司,中天科技集团海洋工程有限公司,中游,下游,20.42亿元。
第一类新闻,电力,空,法国电力公司(EDF),空,下游,空,高电力价格的消费者永久保护机制。
第一类新闻,空,空,中国中冶,空,空,供应,10818.2亿元
第一类新闻,通讯设备,eLTE,华体科技,华为,下游,中游,空
第一类新闻,锂电池,面密度测厚仪,空,比亚迪,空,中游,空。
第一类新闻,空,空,阿里云公司,文化和旅游部市场管理司,中游,上游,空
第一类新闻,空,空,巨轮智能公司,藦卡机器人公司,上游,下游,空
第一类新闻,电子元器件,PCB产品,空,三星,上游,中游,空
第一类新闻,车用配件,空气悬架,天润工业,空气悬架制造商,售后市场维修商,空,空
第一类新闻,VR,生产设备,深科达,空,下游,空,空
第一类新闻,MR,生产设备,空,空,客户端,空,空
第一类新闻,空,空,上海港湾,盐城港集团,中游,中游,空。
第一类新闻,输变电项目,变电设备（含电缆）,"北京中电普华信息技术有限公司,,,安徽继远软件有限公司,,,北京中电飞华通信有限公司,,,四川中电启明星信息技术有限公司",国家电网有限公司,中游,下游,10.42亿元
第一类新闻,空,空,北京中电普华信息技术有限公司、安徽继远软件有限公司、北京中电飞华通信有限公司、四川中电启明星信息技术有限公司,国家电网有限公司,中游,上游,"104,246.47万元"
第一类新闻,AI算力服务,空,中贝通信,北京中科新远科技有限公司,中游,下游,3.46亿元
第一类新闻,广告人工智能,空,腾讯控股,空,上游,空,空
第一类新闻,可再生能源供应,空中客车公司,国家电投,空中客车公司产业链位置,国家电投产业链位置,空,空
第一类新闻,涡桨飞机,ATR 72-600,Abelo,空,下游,空,订单金额空。
第一类新闻,空,网络推广服务,亿田智能,合肥三只羊网络科技有限公司,空,空,空
第一类新闻,药品,甘油果糖氯化钠注射液,华仁药业（日照）有限公司,空,下游,买,空
第一类新闻,硬件制造服务,问界,"深海,,,吉利,,,广汽,,,赛力斯,,,小鹏","中游,,,中游,,,中游,,,中游,,,中游","下游,,,下游,,,下游,,,下游,,,下游",空,M9订单
第一类新闻,物流资产,空,黑石集团,意向买家,中游,空,超百亿元。
第一类新闻,Micro-LED,空,深天马A,"全球头部车企,,,国内顶尖PID终端厂商,,,头部消费品牌客户",空,空,空
第一类新闻,通信行业服务,空,天源迪科,华为,中游,上游,空
第一类新闻,汽车部件认证,空,"兆威机电,,,德国博世",空,空,空,空
第一类新闻,液化天然气,罐顶泄放阀和安全阀,中国航天科技集团有限公司六院,中国石化天然气分公司青岛液化天然气接收站,中游,下游,空。
第一类新闻,电子专用材料,空,唯特偶,南方科技大学,上游,上游,空。
第一类新闻,电子元器件,"ROHM,JAE,LUMILEDS,KDS,ST,ON",力源信息,小米及其代工厂,中游,下游,空
第一类新闻,钙钛矿电池,空,京山轻机,空,上游,空,空
第一类新闻,电子元器件,"ROHM,JAE,LUMILEDS,KDS,ST,ON",力源信息,小米及其代工厂,中游,下游,空
第一类新闻,空,空,京泉华,小米集团,中游,下游,空。
第一类新闻,空,空,丝路视觉,八马茶业,中游,中游,3亿元人民币。
第一类新闻,电子元器件,相控阵天线,盟升电子,空,工程研制,空,空
第一类新闻,空,G5京昆高速汉中至广元段（四川境）扩容工程,四川路桥,四川广绵高速公路,中游,下游,157.4亿元
第一类新闻,物联网基础硬件,蜂窝基带芯片,空,翱捷科技,空,中游,空
第一类新闻,医药,舒沃哲®,迪哲医药,空,空,后续开发,空
第一类新闻,自动驾驶,空,轻舟智航,理想汽车,上游,中游,空
第一类新闻,冷藏,空,海容冷链,多家饮料行业头部品牌,中游,上游,空
第一类新闻,内外饰件,空,双林股份,小米汽车,中游,下游,空
第一类新闻,民用飞机,空,西测测试,多个民机客户,上游,下游,空
第一类新闻,光伏电池,光伏感光胶,广信材料,"多家下游太阳能电池企业,,,设备制造商",空,下游,空
第一类新闻,空,钨丝金刚线,东尼电子,"宁德时代,,,赛力斯","下游,,,下游",空,
第一类新闻,PCIE的算力加速卡、网络加速卡,空,沪电股份,黄石厂,中游,中游,空
第一类新闻,交换机产品,空,沪电股份,空,上游,中游,空
第一类新闻,算力网络,空,沪电股份,空,中游,中游,空
第一类新闻,半导体EDA仿真测试用PCB,空,沪电股份,空,下游,下游,空
第一类新闻,锂盐提取,空,"亿纬锂能,,,金海锂业","上游,,,中游",空,空,空
第一类新闻,电动汽车充电基础设施,空,国轩高科德国,Pod Point,上游,下游,空
第一类新闻,新能源,空,豪森股份,空,上游,空,空
第一类新闻,电池储能,空,瑞浦兰钧能源股份有限公司,格盛力新能源科技（广东）有限公司,中游,中游,空
第一类新闻,等速传动轴产品,空,远东传动,奇瑞公司,中游,下游,空
第一类新闻,新能源,空,广汽能源科技有限公司,支付宝(杭州)信息技术有限公司,中游,中游,空。
第一类新闻,半导体,空,Rapidus公司,Leti,上游,中游,空
第一类新闻,空,空,南方电网公司,华为技术有限公司,中游,中游,空
第一类新闻,航空发动机,遄达XWB-84,"罗尔斯-罗伊斯,,,埃塞俄比亚航空","上游,,,下游",买,空,TotalCare综合维护服务。
第一类新闻,空,空,百洋医药,"广东瑞迪奥科技有限公司,,,北京迈迪斯医疗技术有限公司",空,空,空
第一类新闻,空,南汽电池PACK,中汽工程,南京汽车集团,中游,下游,1.71亿元
第一类新闻,油气,空,Ecopetrol SA,Petroleos de Venezuela,空,空,空
第一类新闻,整车制造,空,福田汽车公司,ECS公司,中游,中游,空
第一类新闻,政企智能服务,空,创业黑马公司,中国联通旗下山西产互联网有限公司,下游,下游,空
第一类新闻,政企智能服务,空,创业黑马,"山西产互,,,东华软件","下游,,,下游",空,空
第一类新闻,空,仓储物业运营,浙江东日股份有限公司,海南临空产业发展集团有限公司,中游,下游,空
第一类新闻,超大型压铸机,伊之密,"一汽,,,长安","中游,,,中游","上游,,,上游",空,空
第一类新闻,汽车零部件,空,多利科技,理想汽车,中游,下游,空
第一类新闻,Mini LED显示,COB,瑞丰光电,空,中游,空,空。
第一类新闻,输入类设备,空,传艺科技,小米,供应商,合格供应商,空
第一类新闻,工业智能物流领域,3D机器视觉技术,柯轩智能科技有限公司,智慧工厂,"自动化物料配送,工业设备精准上下料",空,空。
第一类新闻,汽车零部件,空,成飞集成,北京汽车越野车公司,中游,上游,空
第一类新闻,数字内容,XR拍摄技术,空,公司,下游,空,空
第一类新闻,复合双极板产品,岱勒新材,翌上新能源,中游,下游,空,空。
第一类新闻,新能源装备,空,华昌达,隆基绿能,中游,下游,空
第一类新闻,电池制造,空,万润新能,襄阳弗迪,上游,下游,空
第一类新闻,光学镜头,空,欧菲光,主流手机厂商,中游,下游,空
第一类新闻,空,生成式人工智能,Wipro,英伟达,中游,中游,空
第一类新闻,液化天然气,空,阿曼液化天然气公司,英国石油公司,上游,下游,空
第一类新闻,电力充电服务,空,麦当劳法国公司,Izivia,中游,下游,空
第一类新闻,机械设备,硅棒磨倒一体加工中心,南京三芯,光伏客户,中游,下游,1300万元。
第一类新闻,电池包,空,大众汽车（安徽）零部件有限公司,大众安徽整车,供应链位置空,下游,空
第一类新闻,食品,空,三全食品,"华润标超,,,中百便民,,,丹尼斯全日鲜,,,罗森,,,全家,,,7eleven","上游,,,上游,,,中游,,,中游,,,中游,,,中游",空,空
第一类新闻,电池,磷酸铁锂,宁德时代新能源科技股份有限公司,Stellantis集团,中游,下游,空
第一类新闻,水产品,空,盒马物联网有限公司,国联水产,上游,下游,5亿元/年。
第一类新闻,鞋材,TPU产品,美瑞新材,国内知名运动品牌,"中游,,,下游",上游,空
第一类新闻,智能座舱业务,空,当虹科技,多家车企,上游,下游,空
第一类新闻,新能源新材料,空,安吉巨峰,海希智能（浙江）,中游,下游,1.39亿元。
第一类新闻,公路建设,未说明,北新路桥,顺通路桥,中游,中游,4.5亿元
第一类新闻,道路建设,空,北新路桥，新疆顺通路桥,空,中游，中游,供应,4.50亿。
第一类新闻,空,蓝田县秦岭北麓主体山水林田湖草沙一体化保护和修复工程项目第二批11个县级子工程项目EPC总承包二标段,未知公司,子公司,未知位置,中游,25980万元。
第一类新闻,OCR应用,空,远光软件,多家大型央企集团,"中游,,,上游","上游,,中游",空
第一类新闻,媒体营销服务,空,元隆雅图,抖音,中游,中游,空
第一类新闻,液化天然气,空,雪佛龙公司,空,上游,中游,空
第一类新闻,生物医药,胶原蛋白海绵,奥精医疗,NMPA器审中心,空,空,空
第一类新闻,新能源,继电器,美硕科技,"上汽大通,,,零跑,,,哪吒","中游,,,下游,,,下游","中游,,,下游,,,下游",空
第一类新闻,空,空,冠中生态,广西融诚,下游,下游,2.6亿元。
第一类新闻,机器人,空,中威电子子公司：华夏天信（北京）机器人公司,河南东南实业,中游,中游,空。
第一类新闻,电子元器件,单晶硅棒机加设备项目,南京三芯,国内某光伏头部企业,中游,上游,空。
第一类新闻,土建工程,空,腾达建设,杭州市地铁集团有限责任公司,中游,下游,6.96亿元。
第一类新闻,光伏建筑,建筑幕墙工程,京耀新能源,亚厦股份,上游,下游,订单金额：14088.80万元。
第一类新闻,LED芯片技术,空,深天马A,三安半导体,中游,中游,空。
第一类新闻,空,空,杭钢集团,浙江火电建设有限公司,下游,中游,空
第一类新闻,电气设备,空,宝鸡保德利电气设备有限责任公司,渝万铁路有限责任公司,下游,中游,6256.36万元(含税)
第一类新闻,盐化工,空,中盐集团,榆林市政府,中游,中游,空。
第一类新闻,空,空,亚太股份,"零跑汽车,,,合众汽车",中游,下游,空
第一类新闻,高速铁路,空,宝鸡保德利电气设备有限责任公司,渝万铁路有限责任公司,上游,中游,6256.36万元
第一类新闻,背板设计和配套包装材料,空,京华激光,"小米,,,vivo,,,oppo",中游,中游,空。
第一类新闻,背板,空,京华激光,"小米,vivo,oppo",中游,中游,空
第一类新闻,航空板,空,南山铝业,空,中游,下游,空。
第一类新闻,光敏剂,空,久日新材,日、韩等国外企业,中游,下游,空
第一类新闻,光伏,空,晶澳科技,CJ Olivenetworks Vina,上游,中游,空。
第一类新闻,可再生能源,空,ERG Power Generation,意法半导体意大利业务,上游,下游,空
第一类新闻,空,空,罗博特科,时创能源,中游,下游,1.115亿元人民币。
第一类新闻,液化天然气（LNG）运输,LNG GENEVA号,中国船舶集团旗下沪东中华造船（集团）有限公司,空,下游,空,空
第一类新闻,新能源车,PVDF锂电粘结剂、特种氟橡胶、玻璃包边组合料等聚氨酯产品,昊华科技,空,上游,下游,空
第一类新闻,光伏,组件,文科园林,"通威股份,,,隆基绿能",空,空,空
第一类新闻,液化天然气运输,LNG,中国船舶集团有限公司,空,供应链位置为空,下游,订单金额空
第一类新闻,影视媒体,短剧,幸福蓝海,版权剧、短剧、网剧、网大,空,下游,空
第一类新闻,玻璃基线路板,沃格光电,空,中游,空,空,空。
